供应商ID,材料分类,总供货量,活跃度,稳定性,可靠性,充足率,TOPSIS得分,材料权重,最终得分,排名
S229,A,354887.0,1.0,3.0659246277952548,0.9458333333333333,1.0030604598885402,0.7172773427723372,1.6,1.1476437484357396,1
S275,A,158553.0,1.0,5.420830797205924,0.9458333333333333,1.0061072261072261,0.5274554413891297,1.6,0.8439287062226075,2
S329,A,156518.0,1.0,5.194864178622963,0.9416666666666667,1.0064102564102564,0.5151375860895262,1.6,0.824220137743242,3
S361,C,328080.0,1.0,3.289241571244962,0.8791666666666667,1.0028818683143976,0.710048897891163,1.0,0.710048897891163,4
S140,B,302047.0,0.9125,0.2872763032759091,0.8863636363636364,1.2,0.5594381562140456,1.2,0.6713257874568547,5
S266,A,6519.0,1.0,7.644290588362148,0.8708333333333333,1.25,0.40858895934495915,1.6,0.6537423349519347,6
S282,A,169340.0,1.0,1.7952506395137098,0.9875,1.0064866760168303,0.406683869229936,1.6,0.6506941907678976,7
S340,B,171426.0,1.0,4.292608251726896,0.9416666666666667,1.0055250305250305,0.5075140030894489,1.2,0.6090168037073387,8
S108,B,240950.0,1.0,0.8143123508152742,0.9458333333333333,1.005228981544771,0.49902872601771747,1.2,0.598834471221261,9
S268,C,129786.0,1.0,7.101878412010552,0.9375,1.007889822595705,0.5335090162419306,1.0,0.5335090162419306,10
S131,B,137512.0,1.0,3.7866693453477835,0.9083333333333333,1.0076923076923077,0.4224224553227265,1.2,0.5069069463872717,11
S194,C,101365.0,1.0,6.765488627018682,0.9458333333333333,1.0097167584579072,0.4801867063033071,1.0,0.4801867063033071,12
S352,A,89031.0,1.0,2.5078396481688086,0.9166666666666666,1.0106203007518797,0.27856925497495655,1.6,0.4457108079599305,13
S306,C,126096.0,1.0,4.339577235058776,0.9541666666666667,1.0087228260869565,0.425213502811943,1.0,0.425213502811943,14
S247,C,56698.0,1.0,6.655353490003881,0.9458333333333333,1.0187830687830688,0.419665336687291,1.0,0.419665336687291,15
S151,C,194498.0,1.0,0.4430549752247469,0.9541666666666667,1.006302729528536,0.4136642486440572,1.0,0.4136642486440572,16
S031,B,41207.0,1.0,5.091769960947964,0.925,1.025,0.33825872048153277,1.2,0.4059104645778393,17
S139,B,151862.0,0.925,0.2982207756748436,0.96875,1.2,0.33342960682838985,1.2,0.4001155281940678,18
S346,B,23240.0,1.0,5.3121194047569515,0.8708333333333333,1.04,0.3320047995271721,1.2,0.39840575943260653,19
S308,B,136998.0,1.0,1.0378856054375203,0.9166666666666666,1.007179675994109,0.3210056486401904,1.2,0.3852067783682284,20
S330,B,136652.0,1.0,0.8397443846633118,0.9125,1.0076923076923077,0.31541262150958765,1.2,0.3784951458115052,21
S143,A,82787.0,1.0,1.2409626082215344,0.8958333333333334,1.0122627998567848,0.2176036603270073,1.6,0.3481658565232117,22
S294,C,18842.0,1.0,5.582787846611754,0.8791666666666667,1.0571428571428572,0.3405076209705283,1.0,0.3405076209705283,23
S348,A,92421.0,0.8083333333333333,0.1464797878681673,0.9195979899497487,1.05,0.21247081907451987,1.6,0.33995331051923183,24
S356,C,130307.0,1.0,1.5128119748934803,0.95,1.0076340326340327,0.32114560007529797,1.0,0.32114560007529797,25
S201,A,81989.0,0.11666666666666667,0.1566537810069148,0.5306122448979592,1.0002260251856636,0.1868144985429548,1.6,0.2989031976687277,26
S307,A,78196.0,0.7125,0.22034846819841314,0.9709302325581395,1.025,0.1830129975180307,1.6,0.29282079602884914,27
S123,A,6449.0,1.0,2.5794199530010657,0.8083333333333333,1.1333333333333333,0.17908367198483024,1.6,0.2865338751757284,28
S395,A,75843.0,0.30833333333333335,0.32003783172761696,0.8690476190476191,1.0054446640316206,0.17640164824254814,1.6,0.282242637188077,29
S365,C,41631.0,1.0,2.625113574669721,0.95,1.025,0.21152882332721723,1.0,0.21152882332721723,30
S040,B,31905.0,1.0,1.7591794929466462,0.9041666666666667,1.0333333333333334,0.15301067752388503,1.2,0.18361281302866203,31
S367,B,26335.0,1.0,1.625891880155581,0.9,1.04,0.13949053647305093,1.2,0.1673886437676611,32
S284,C,46597.0,1.0,1.1898276707755266,1.0,1.025,0.1479111316746995,1.0,0.1479111316746995,33
S007,A,6948.0,1.0,0.9690857050195872,0.8666666666666667,1.2,0.09039106952456227,1.6,0.14462571123929965,34
S364,B,28763.0,1.0,1.1800664623585506,0.9416666666666667,1.0444444444444445,0.12013311849738827,1.2,0.14415974219686592,35
S244,C,16406.0,1.0,1.8688878202643293,0.8708333333333333,1.0666666666666667,0.1438545135759496,1.0,0.1438545135759496,36
S189,A,8892.0,0.6291666666666667,1.0895450629609371,0.8553459119496856,1.0571428571428572,0.08755076697368373,1.6,0.14008122715789398,37
S218,C,15483.0,1.0,1.7569239520280462,0.9291666666666667,1.0666666666666667,0.13681894264111624,1.0,0.13681894264111624,38
S374,C,49224.0,1.0,0.11445838621232213,0.9958333333333333,1.2,0.1283341922718167,1.0,0.1283341922718167,39
S037,C,50686.0,0.6541666666666667,0.32826205675330716,0.9006211180124224,1.0454545454545454,0.12658761337680782,1.0,0.12658761337680782,40
S098,B,413.0,0.8583333333333333,1.2776895946550622,0.9282296650717703,1.3333333333333333,0.1019466167707485,1.2,0.1223359401248982,41
S080,C,19237.0,1.0,1.3953989929990789,0.875,1.0483333333333333,0.11991872905777903,1.0,0.11991872905777903,42
S066,A,388.0,0.55,0.836862576092408,0.851063829787234,1.3333333333333333,0.07262564209908622,1.6,0.11620102735853795,43
S126,C,47540.0,0.37916666666666665,0.17528976802936985,0.84,1.02,0.1151328248335277,1.0,0.1151328248335277,44
S064,A,397.0,0.525,0.8101941494847168,0.9029850746268657,1.3333333333333333,0.07088990291459683,1.6,0.11342384466335494,45
S221,A,392.0,0.5125,0.7962939463001156,0.9761904761904762,1.3333333333333333,0.07006529547198863,1.6,0.11210447275518182,46
S157,A,395.0,0.5,0.804283428002989,0.8409090909090909,1.3333333333333333,0.07005865172939989,1.6,0.11209384276703982,47
S338,B,30109.0,0.85,0.2933720270498576,0.9411764705882353,1.25,0.09221556768192637,1.2,0.11065868121831164,48
S114,A,10931.0,0.9541666666666667,0.3302867236955444,0.8528138528138528,1.1666666666666667,0.06882661206097979,1.6,0.11012257929756766,49
S115,A,398.0,0.5041666666666667,0.7979971749854251,0.723404255319149,1.25,0.06833394200777843,1.6,0.10933430721244548,50
S152,A,398.0,0.5166666666666667,0.7918599433465052,0.708029197080292,1.25,0.06825017279985675,1.6,0.1092002764797708,51
S076,C,376.0,0.8208333333333333,1.3843342457239076,0.9154228855721394,1.5,0.10881275128439097,1.0,0.10881275128439097,52
S237,A,328.0,0.49583333333333335,0.755404271490353,0.9421487603305785,1.3333333333333333,0.06771799084607345,1.6,0.10834878535371753,53
S055,B,24041.0,1.0,0.5236422216789497,0.9,1.0666666666666667,0.08907729641602741,1.2,0.10689275569923289,54
S005,A,6912.0,0.44583333333333336,0.7896982726069279,0.9035087719298246,1.0666666666666667,0.06675597715545707,1.6,0.10680956344873133,55
S291,A,7984.0,0.9125,0.3256035513208551,0.8603603603603603,1.2,0.0654621583301979,1.6,0.10473945332831665,56
S150,A,1806.0,1.0,0.2070759767802585,0.7958333333333333,1.2,0.06406528763333463,1.6,0.10250446021333542,57
S075,A,390.0,0.5208333333333334,0.6273259609517282,0.8507462686567164,1.3333333333333333,0.062321579848873786,1.6,0.09971452775819806,58
S314,C,1670.0,0.9791666666666666,1.1095000486320632,0.7787234042553192,1.2,0.09461746886110342,1.0,0.09461746886110342,59
S138,B,411.0,0.5916666666666667,0.9107473093419847,0.7610062893081762,1.25,0.07586156290990803,1.2,0.09103387549188964,60
S292,A,9160.0,0.375,0.5846377033543495,0.6186440677966102,1.0175191815856777,0.05595597381601354,1.6,0.08952955810562167,61
S175,B,366.0,0.575,0.8263881609392317,0.9645390070921985,1.3333333333333333,0.07273332288014024,1.2,0.08727998745616829,62
S202,B,400.0,0.5291666666666667,0.8398577885441088,0.8721804511278195,1.3333333333333333,0.07240632756894357,1.2,0.08688759308273228,63
S360,B,405.0,0.5458333333333333,0.8603172988550306,0.6821192052980133,1.25,0.07227430150019669,1.2,0.08672916180023603,64
S172,B,356.0,0.5333333333333333,0.8354754670173115,0.8613138686131386,1.3333333333333333,0.07224548525908248,1.2,0.08669458231089897,65
S213,C,246.0,0.6791666666666667,1.1219348994952705,0.9578313253012049,1.0,0.08632119854595337,1.0,0.08632119854595337,66
S273,A,9484.0,0.375,0.5179129740616438,0.8383838383838383,1.0285714285714285,0.053881697390010655,1.6,0.08621071582401706,67
S376,B,358.0,0.5041666666666667,0.8312852154385482,0.7898550724637681,1.3333333333333333,0.0714192685308775,1.2,0.085703122237053,68
S392,B,412.0,0.5375,0.8279515350826663,0.8478260869565217,1.2916666666666665,0.07127917155950121,1.2,0.08553500587140145,69
S088,B,425.0,0.5791666666666667,0.8246951076990864,0.8235294117647058,1.25,0.07127786730951215,1.2,0.08553344077141457,70
S324,B,424.0,0.525,0.8159086211309889,0.8602941176470589,1.3333333333333333,0.07112538146211482,1.2,0.08535045775453778,71
S092,B,398.0,0.525,0.8058737814531184,0.8846153846153846,1.3333333333333333,0.07065510578795961,1.2,0.08478612694555153,72
S216,B,425.0,0.5375,0.8385646559576208,0.7162162162162162,1.225,0.0706498081748459,1.2,0.08477976980981507,73
S078,A,8553.0,0.42083333333333334,0.4972577899959102,0.794392523364486,1.025,0.0529771165658205,1.6,0.0847633865053128,74
S174,B,346.0,0.5208333333333334,0.7998950876236983,0.9841269841269841,1.3333333333333333,0.07040174377642583,1.2,0.08448209253171099,75
S310,B,406.0,0.5208333333333334,0.7965899673282069,0.8125,1.3333333333333333,0.0700377386683026,1.2,0.08404528640196311,76
S169,B,359.0,0.49166666666666664,0.7913492943749599,0.9512195121951219,1.3333333333333333,0.06940037653446457,1.2,0.08328045184135748,77
S258,B,414.0,0.5208333333333334,0.7922466434623183,0.75,1.25,0.0683968372553265,1.2,0.08207620470639179,78
S191,B,351.0,0.49583333333333335,0.7938606228535378,0.7518796992481203,1.25,0.06799073894199814,1.2,0.08158888673039777,79
S141,B,420.0,0.5,0.7588706016406273,0.8538461538461538,1.3333333333333333,0.06786351697260862,1.2,0.08143622036713034,80
S197,B,354.0,0.49583333333333335,0.7510380032906497,0.848,1.3333333333333333,0.06739235210023177,1.2,0.08087082252027812,81
S003,C,13138.0,0.7958333333333333,0.7137404125301824,0.8542713567839196,1.06,0.07613000544081339,1.0,0.07613000544081339,82
S154,A,7634.0,0.32083333333333336,0.43880093481166516,0.6153846153846154,1.008888888888889,0.047315358450759966,1.6,0.07570457352121596,83
S239,C,430.0,0.6041666666666666,0.8853314401550079,0.9862068965517241,1.25,0.07505281740327692,1.0,0.07505281740327692,84
S256,B,411.0,0.5125,0.6897290813412167,0.8538461538461538,1.1666666666666667,0.061984697930519174,1.2,0.07438163751662301,85
S208,A,8757.0,0.375,0.3534498497881249,0.5317460317460317,1.0,0.04634595420587649,1.6,0.07415352672940238,86
S086,C,17949.0,0.8583333333333333,0.3013477433173179,0.8421052631578947,1.2,0.07328890897093822,1.0,0.07328890897093822,87
S269,A,211.0,0.5958333333333333,0.0999000999000999,0.8451612903225807,1.0,0.04439588551864756,1.6,0.07103341682983609,88
S263,C,427.0,0.55,0.8289594037673109,0.7894736842105263,1.25,0.07086297173640276,1.0,0.07086297173640276,89
S110,C,426.0,0.5333333333333333,0.8471508311723884,0.7077922077922078,1.2,0.07063015579695857,1.0,0.07063015579695857,90
S046,A,197.0,0.5833333333333334,0.0999000999000999,0.6540880503144654,1.0,0.04363426933186739,1.6,0.06981483093098782,91
S025,C,375.0,0.525,0.813492561802271,0.8592592592592593,1.25,0.06966224465924059,1.0,0.06966224465924059,92
S178,A,163.0,0.1875,0.0999000999000999,1.0,1.3333333333333333,0.04310929056082621,1.6,0.06897486489732195,93
S113,C,385.0,0.525,0.7479981971955978,0.9015151515151515,1.2916666666666665,0.06717613309978727,1.0,0.06717613309978727,94
S186,C,377.0,0.5083333333333333,0.7671829877704601,0.7878787878787878,1.25,0.0669436572290214,1.0,0.0669436572290214,95
S030,A,162.0,0.11666666666666667,0.0999000999000999,0.9655172413793104,1.3,0.041435982010131836,1.6,0.06629757121621094,96
S318,A,346.0,0.4125,0.2598136870807823,0.8878504672897196,1.0,0.04046053937853584,1.6,0.06473686300565734,97
S053,A,77.0,0.12916666666666668,0.0999000999000999,1.0,1.2,0.03879938531631574,1.6,0.06207901650610519,98
S332,A,305.0,0.19166666666666668,0.1415825279753636,0.9019607843137255,1.1666666666666667,0.038505650296431604,1.6,0.06160904047429057,99
S074,C,13051.0,0.7125,0.3472980727609675,0.7213114754098361,1.06,0.06139202266675469,1.0,0.06139202266675469,100
S146,B,352.0,0.7041666666666667,0.31374818087074635,0.7112299465240641,1.0,0.05075780153639482,1.2,0.060909361843673786,101
S381,A,201.0,0.11666666666666667,0.0999000999000999,0.84375,1.1833333333333333,0.03785706893349648,1.6,0.060571310293594374,102
S304,A,156.0,0.36666666666666664,0.0999000999000999,0.83,1.0,0.03722854629071989,1.6,0.05956567406515182,103
S210,C,15694.0,0.49166666666666664,0.3937458092551961,0.6618705035971223,1.003883495145631,0.05901950012889386,1.0,0.05901950012889386,104
S129,C,1525.0,0.8,0.3552887462499596,0.7783251231527094,1.2,0.058936784715584806,1.0,0.058936784715584806,105
S054,B,413.0,0.4708333333333333,0.48579623251315845,0.7441860465116279,1.0,0.0488790199364665,1.2,0.05865482392375979,106
S002,A,273.0,0.29583333333333334,0.22807734178392736,0.6736842105263158,1.0,0.03649367367142681,1.6,0.058389877874282896,107
S300,A,299.0,0.03333333333333333,0.14298308680245378,0.6363636363636364,1.125,0.03550990970011548,1.6,0.05681585552018477,108
S065,A,189.0,0.26666666666666666,0.0999000999000999,0.6136363636363636,1.0,0.03442975682312828,1.6,0.05508761091700525,109
S165,A,75.0,0.2625,0.0999000999000999,0.5894736842105263,1.0,0.03429181213332753,1.6,0.054866899413324045,110
S227,A,254.0,0.125,0.16488421002796289,0.6923076923076923,1.05,0.03419810618892326,1.6,0.054716969902277215,111
S211,A,58.0,0.225,0.0999000999000999,0.8387096774193549,1.0,0.03410589746081365,1.6,0.05456943593730184,112
S265,A,141.0,0.24583333333333332,0.0999000999000999,0.6,1.0,0.03398341942236613,1.6,0.05437347107578581,113
S295,A,56.0,0.23333333333333334,0.0999000999000999,0.5903614457831325,1.0,0.0337231659486644,1.6,0.05395706551786305,114
S128,A,133.0,0.2125,0.0999000999000999,0.6619718309859155,1.0,0.033495236573235214,1.6,0.053592378517176346,115
S106,A,77.0,0.15416666666666667,0.0999000999000999,0.9230769230769231,1.0,0.03326871502709877,1.6,0.05322994404335804,116
S149,C,251.0,0.3,0.49184065670815846,0.8641975308641975,1.3333333333333333,0.05277241236094738,1.0,0.05277241236094738,117
S021,A,80.0,0.175,0.0999000999000999,0.6290322580645161,1.0,0.032840383565576545,1.6,0.05254461370492247,118
S203,A,36.0,0.09583333333333334,0.0999000999000999,0.8214285714285714,1.0,0.03240161256756223,1.6,0.05184258010809957,119
S296,A,62.0,0.1375,0.0999000999000999,0.62,1.0,0.03234218119225975,1.6,0.0517474899076156,120
S122,A,73.0,0.12916666666666668,0.0999000999000999,0.6444444444444445,1.0,0.03230047410179804,1.6,0.05168075856287686,121
S336,A,144.0,0.12916666666666668,0.0999000999000999,0.6382978723404256,1.0,0.03229314429994441,1.6,0.051669030879911065,122
S274,A,77.0,0.13333333333333333,0.0999000999000999,0.5918367346938775,1.0,0.03224260846345251,1.6,0.05158817354152402,123
S026,A,28.0,0.058333333333333334,0.0999000999000999,0.8235294117647058,1.0,0.03217275539545139,1.6,0.05147640863272223,124
S087,A,64.0,0.1125,0.0999000999000999,0.6578947368421053,1.0,0.032161971192887495,1.6,0.05145915390861999,125
S027,A,81.0,0.125,0.0999000999000999,0.5957446808510638,1.0,0.03216144100663511,1.6,0.05145830561061618,126
S219,A,36.0,0.10416666666666667,0.0999000999000999,0.6666666666666666,1.0,0.03210440289522313,1.6,0.05136704463235701,127
S312,A,77.0,0.13333333333333333,0.0999000999000999,0.5081967213114754,1.0,0.03209610780915747,1.6,0.05135377249465195,128
S337,A,36.0,0.09166666666666666,0.0999000999000999,0.7,1.0,0.03207652595624172,1.6,0.05132244152998675,129
S016,A,37.0,0.07083333333333333,0.0999000999000999,0.7272727272727273,1.0,0.03200041772520874,1.6,0.05120066836033398,130
S091,A,73.0,0.12083333333333333,0.0999000999000999,0.5192307692307693,1.0,0.03198222556348624,1.6,0.051171560901577984,131
S132,A,63.0,0.11666666666666667,0.0999000999000999,0.54,1.0,0.03197577666447721,1.6,0.051161242663163534,132
S089,A,141.0,0.10416666666666667,0.0999000999000999,0.5581395348837209,1.0,0.03189887080856877,1.6,0.05103819329371004,133
S254,A,161.0,0.10833333333333334,0.0999000999000999,0.5333333333333333,1.0,0.03189364502355895,1.6,0.051029832037694324,134
S116,A,75.0,0.09583333333333334,0.0999000999000999,0.5945945945945946,1.0,0.0318926611646904,1.6,0.05102825786350465,135
S102,A,131.0,0.20833333333333334,0.0999000999000999,0.5,0.9545454545454546,0.03187194965831641,1.6,0.05099511945330626,136
S099,A,60.0,0.10416666666666667,0.0999000999000999,0.5365853658536586,1.0,0.03185517616854445,1.6,0.05096828186967112,137
S052,A,54.0,0.10416666666666667,0.0999000999000999,0.5333333333333333,1.0,0.03184919146203603,1.6,0.050958706339257656,138
S170,A,135.0,0.1,0.0999000999000999,0.5121951219512195,1.0,0.031783912159822215,1.6,0.05085425945571555,139
S309,A,37.0,0.075,0.0999000999000999,0.5925925925925926,1.0,0.03173954708492641,1.6,0.05078327533588226,140
S050,B,66.0,0.12083333333333333,0.0999000999000999,0.90625,1.3333333333333333,0.04226821563812552,1.2,0.050721858765750624,141
S014,A,28.0,0.06666666666666667,0.0999000999000999,0.5925925925925926,1.0,0.03169051333469232,1.6,0.050704821335507716,142
S250,A,35.0,0.05,0.0999000999000999,0.5789473684210527,1.0,0.03158574065443503,1.6,0.05053718504709605,143
S260,B,184.0,0.5333333333333333,0.0999000999000999,0.7517241379310344,1.0,0.04208159745090358,1.2,0.05049791694108429,144
S036,B,124.0,0.20416666666666666,0.0999000999000999,0.8703703703703703,1.25,0.04071459109467227,1.2,0.048857509313606724,145
S067,C,233.0,0.7041666666666667,0.0999000999000999,0.9881656804733728,1.0,0.04860965352120102,1.0,0.04860965352120102,146
S023,C,1631.0,0.5541666666666667,0.3620086902389835,0.60625,1.0666666666666667,0.04829970180149775,1.0,0.04829970180149775,147
S245,C,386.0,0.6333333333333333,0.21765918029876533,0.803680981595092,1.0,0.046608518065213454,1.0,0.046608518065213454,148
S224,B,108.0,0.3958333333333333,0.0999000999000999,0.7818181818181819,1.0,0.03790784373021526,1.2,0.04548941247625831,149
S333,B,178.0,0.4041666666666667,0.0999000999000999,0.6129032258064516,1.0,0.03783446209634783,1.2,0.045401354515617394,150
S193,B,101.0,0.10416666666666667,0.0999000999000999,0.8,1.1833333333333333,0.037657145093894895,1.2,0.04518857411267387,151
S388,B,114.0,0.26666666666666666,0.0999000999000999,0.9014084507042254,1.0,0.0350614880712374,1.2,0.04207378568548488,152
S069,B,169.0,0.2916666666666667,0.0999000999000999,0.5612244897959183,1.0,0.03487650299394545,1.2,0.04185180359273454,153
S253,C,223.0,0.2833333333333333,0.0999000999000999,0.9305555555555556,1.225,0.0414093377412976,1.0,0.0414093377412976,154
S163,A,252.0,0.19166666666666668,0.2366247110772863,0.46153846153846156,0.6666666666666666,0.025662466197050243,1.6,0.041059945915280394,155
S397,B,52.0,0.21666666666666667,0.0999000999000999,0.864406779661017,1.0,0.03402661084203687,1.2,0.040831933010444244,156
S180,B,52.0,0.21666666666666667,0.0999000999000999,0.847457627118644,1.0,0.033983168882081034,1.2,0.04077980265849724,157
S233,B,179.0,0.2375,0.0999000999000999,0.5647058823529412,1.0,0.033765538886244784,1.2,0.04051864666349374,158
S342,C,224.0,0.1625,0.0999000999000999,0.975,1.25,0.04046862711952763,1.0,0.04046862711952763,159
S366,B,49.0,0.20416666666666666,0.0999000999000999,0.7704918032786885,1.0,0.03358723528554718,1.2,0.04030468234265662,160
S206,C,31.0,0.058333333333333334,0.0999000999000999,0.9333333333333333,1.25,0.039606758657760324,1.0,0.039606758657760324,161
S386,B,119.0,0.17083333333333334,0.0999000999000999,0.7037037037037037,1.0,0.032939366786044415,1.2,0.039527240143253296,162
S353,B,68.0,0.1375,0.0999000999000999,0.825,1.0,0.032807573076276714,1.2,0.03936908769153206,163
S235,B,189.0,0.12916666666666668,0.0999000999000999,0.7631578947368421,1.0,0.03257293755972089,1.2,0.03908752507166507,164
S188,B,51.0,0.09583333333333334,0.0999000999000999,0.8846153846153846,1.0,0.032572189124054296,1.2,0.03908662694886515,165
S286,B,67.0,0.125,0.0999000999000999,0.725,1.0,0.03243104299313135,1.2,0.038917251591757615,166
S133,C,71.0,0.10833333333333334,0.0999000999000999,0.7666666666666667,1.225,0.038808044072664284,1.0,0.038808044072664284,167
S225,B,32.0,0.058333333333333334,0.0999000999000999,0.8125,1.0,0.03214429019688591,1.2,0.03857314823626309,168
S230,B,52.0,0.10416666666666667,0.0999000999000999,0.6764705882352942,1.0,0.032126396899957166,1.2,0.0385516762799486,169
S389,B,69.0,0.12916666666666668,0.0999000999000999,0.5434782608695652,1.0,0.03210949648355837,1.2,0.03853139578027004,170
S199,B,130.0,0.125,0.0999000999000999,0.5625,1.0,0.03210358683786673,1.2,0.03852430420544008,171
S081,B,49.0,0.09583333333333334,0.0999000999000999,0.6774193548387096,1.0,0.032059746308339916,1.2,0.038471695570007895,172
S272,B,32.0,0.058333333333333334,0.0999000999000999,0.7777777777777778,1.0,0.032056263835142366,1.2,0.03846751660217084,173
S316,B,69.0,0.11666666666666667,0.0999000999000999,0.5813953488372093,1.0,0.03205046975692154,1.2,0.03846056370830584,174
S073,B,32.0,0.07083333333333333,0.0999000999000999,0.7391304347826086,1.0,0.03202791989491532,1.2,0.03843350387389838,175
S259,B,67.0,0.125,0.0999000999000999,0.5185185185185185,1.0,0.03202313402896795,1.2,0.038427760834761536,176
S298,B,51.0,0.05416666666666667,0.0999000999000999,0.7647058823529411,1.0,0.03200639438688004,1.2,0.03840767326425605,177
